2024-04-20 21:04:32,5.0
2024-04-20 21:04:42,10.0
2024-04-21 12:46:58,9.0
2024-04-21 12:47:08,10.0
2024-04-21 12:47:18,10.0
2024-04-21 12:47:28,10.0
2024-04-21 12:47:38,10.0
2024-04-21 12:47:48,10.0
2024-04-21 12:47:58,10.0
2024-04-21 12:49:40,9.0
2024-04-21 12:49:50,10.0
2024-04-21 12:50:00,10.0
2024-04-21 12:50:10,10.0
2024-04-21 12:50:20,10.0
2024-04-21 12:50:30,10.0
2024-04-21 12:51:51,9.0
2024-04-21 12:52:01,10.0
2024-04-21 12:52:11,10.0
2024-04-21 12:53:44,9.0
2024-04-21 12:53:54,10.0
2024-04-21 12:54:04,10.0
2024-04-21 12:54:14,10.0
2024-04-21 12:54:24,10.0
2024-04-21 12:54:34,10.0
2024-04-21 12:54:44,10.0
2024-04-21 12:56:45,10.0
2024-04-21 12:56:55,10.0
2024-04-21 12:57:05,10.0
2024-04-21 12:57:15,10.0
2024-04-21 12:57:25,10.0
2024-04-21 12:57:35,10.0
2024-04-21 12:57:45,10.0
2024-04-21 12:57:55,10.0
2024-04-21 13:00:03,10.0
2024-04-21 13:00:13,10.0
2024-04-21 13:00:23,10.0
2024-04-21 13:00:33,10.0
2024-04-21 13:00:43,10.0
2024-04-21 13:01:33,9.0
2024-04-21 13:01:43,10.0
2024-04-21 13:04:04,9.0
2024-04-21 13:04:14,10.0
2024-04-21 13:04:24,10.0
2024-04-21 13:04:34,10.0
2024-04-21 13:04:44,10.0
2024-04-21 13:05:22,10.0
2024-04-21 13:05:32,10.0
2024-04-21 13:05:42,10.0
2024-04-21 13:05:52,10.0
2024-04-21 13:06:02,10.0
2024-04-21 13:06:12,10.0
2024-04-21 13:06:31,9.0
2024-04-21 13:06:41,10.0
2024-04-21 13:07:01,9.0
2024-04-21 13:07:11,10.0
2024-04-21 13:07:21,10.0
2024-04-21 13:07:31,10.0
2024-04-21 13:07:41,10.0
2024-04-21 13:09:53,10.0
2024-04-21 13:12:43,9.0
2024-04-21 13:12:53,10.0
2024-04-21 13:13:03,10.0
2024-04-21 13:13:20,9.0
2024-04-21 13:13:30,10.0
2024-04-21 13:13:40,10.0
2024-04-21 13:13:50,10.0
2024-04-21 13:14:00,10.0
2024-04-21 13:14:10,10.0
2024-04-21 13:14:20,10.0
2024-04-21 13:14:30,10.0
2024-04-21 13:27:20,9.0
2024-04-21 13:27:30,10.0
2024-04-21 13:27:40,10.0
2024-04-21 13:27:50,10.0
2024-04-21 13:33:08,9.0
2024-04-21 13:33:18,10.0
2024-04-21 13:33:36,9.0
